,Charge/Discharge [mAh],OCV [V]   ,OCV Predicted [V],Bestfit Entropy [J mol-1 K-1],Bestfit Entropy_Upper [J mol-1 K-1],Bestfit Entropy_Lower [J mol-1 K-1],Bestfit Method,Bestfit Enthalpy [J mol-1],Raw Entropy [J mol-1 K-1],Raw Entropy Error [J mol-1 K-1],M1 Entropy [J mol-1 K-1],M1 Entropy_Upper [J mol-1 K-1],M1 Entropy_Lower [J mol-1 K-1],M2 Entropy [J mol-1 K-1],M2 Entropy_Upper [J mol-1 K-1],M2 Entropy_Lower [J mol-1 K-1],M3 Entropy [J mol-1 K-1],M3 Entropy_Upper [J mol-1 K-1],M3 Entropy_Lower [J mol-1 K-1],M4 Entropy [J mol-1 K-1],M4 Entropy_Upper [J mol-1 K-1],M4 Entropy_Lower [J mol-1 K-1],SOC,M1 Enthalpy [J mol-1]
118,7.4555,9.202e-05,0.0018196,-0.0011246,0.0073317,0.0073317,3,-9.2167,-0.037559,0.068646,0.025544,0.0083492,0.0083492,0.009014,0.01102,0.01102,-0.0011246,0.0073317,0.0073317,0.0094818,0.00099861,0.00099861,0.867645005120566,-1.2664683334579996
119,7.5187,9.152e-05,0.0025957,-0.0020461,0.0073116,0.0073116,3,-9.4456,-0.048271,0.078982,0.023878,0.0098125,0.0098125,0.0097336,0.011584,0.011584,-0.0020461,0.0073116,0.0073116,0.0089872,0.0015661,0.0015661,0.875,-1.7146936670079995
120,7.5818,9.0887e-05,0.0042608,-0.0029347,0.0076465,0.0076465,3,-9.6513,-0.053972,0.091013,0.02144,0.01119,0.01119,0.010914,0.012141,0.012141,-0.0029347,0.0076465,0.0076465,0.0086158,0.0020205,0.0020205,0.8823433572293082,-2.3801424512822997
121,7.645,9.0056e-05,9.4269e-05,0.0084061,0.0021111,0.0021111,4,-6.1632,-0.059622,0.10525,0.01842,0.012129,0.012129,0.01241,0.012883,0.012883,-0.0039392,0.008225,0.008225,0.0084061,0.0021111,0.0021111,0.8896983521087422,-3.199923139642401
122,7.7082,8.8966e-05,9.3984e-05,0.0088317,0.0013063,0.0013063,4,-5.9304,-0.066371,0.11944,0.015607,0.011832,0.011832,0.014314,0.014119,0.014119,-0.0046236,0.0087553,0.0087553,0.0088317,0.0013063,0.0013063,0.8970533469881761,-3.9330281267814
123,7.7714,8.7591e-05,9.3372e-05,0.010177,0.00017711,0.00017711,4,-5.3939,-0.069627,0.13126,0.01373,0.010967,0.010967,0.016965,0.015253,0.015253,-0.0046898,0.0091954,0.0091954,0.010177,0.00017711,0.00017711,0.90440834186761,-4.359706794043898
124,7.8346,8.5949e-05,9.2377e-05,0.012207,0.011603,0.0095845,4,-4.6256,-0.066353,0.14349,0.013216,0.010594,0.010594,0.020103,0.016301,0.016301,-0.0045645,0.01043,0.01043,0.012207,0.00056754,0.00056754,0.911763336747044,-4.354449877422098
125,7.8977,8.4137e-05,9.1074e-05,0.013451,0.0088131,0.010705,4,-4.0744,-0.073593,0.14992,0.012505,0.0097589,0.0097589,0.021859,0.016641,0.016641,-0.0043836,0.011064,0.011064,0.013451,0.0012363,0.0012363,0.9191066939763523,-4.391496454207299
126,7.9609,8.2107e-05,8.9472e-05,0.014792,0.0017588,0.0017588,4,-3.4745,-0.074623,0.15419,0.012388,0.0090849,0.0090849,0.02353,0.01692,0.01692,-0.0039042,0.011594,0.011594,0.014792,0.0017588,0.0017588,0.9264616888557862,-4.2304972284203
127,8.0241,7.9865e-05,8.7607e-05,0.016005,0.0019661,0.0019661,4,-2.8937,-0.077467,0.15864,0.012355,0.0087736,0.0087736,0.025085,0.016961,0.016961,-0.003402,0.011971,0.011971,0.016005,0.0019661,0.0019661,0.9338166837352202,-4.024011112058499
128,8.0873,7.7407e-05,8.5506e-05,0.017493,0.0023581,0.0023581,4,-2.2101,-0.075192,0.16463,0.012694,0.0084604,0.0084604,0.026849,0.017497,0.017497,-0.0026998,0.012501,0.012501,0.017493,0.0023581,0.0023581,0.9411716786146542,-3.685828163790299
129,8.1505,7.4741e-05,8.3207e-05,0.018564,0.0024114,0.0024114,4,-1.6304,-0.076855,0.16818,0.012543,0.0082297,0.0082297,0.028147,0.017323,0.017323,-0.0020318,0.012664,0.012664,0.018564,0.0024114,0.0024114,0.9485266734940879,-3.473596266278899
130,8.2137,7.1891e-05,8.0713e-05,0.019656,0.0024111,0.0024111,4,-1.0258,-0.076741,0.17083,0.012339,0.0079211,0.0079211,0.029511,0.016935,0.016935,-0.0013322,0.012604,0.012604,0.019656,0.0024111,0.0024111,0.9558816683735218,-3.259405067513901
131,8.2768,6.8867e-05,7.8031e-05,0.020995,0.0021742,0.0021742,4,-0.33172,-0.077081,0.17573,0.012335,0.0080031,0.0080031,0.031109,0.016559,0.016559,-0.00052135,0.01311,0.01311,0.020995,0.0021742,0.0021742,0.9632250256028302,-2.9688254208243
132,8.34,6.571e-05,7.5201e-05,0.021913,0.0021544,0.0021544,4,0.2492,-0.079702,0.17784,0.012035,0.0076241,0.0076241,0.032088,0.016084,0.016084,0.00023592,0.0131,0.0131,0.021913,0.0021544,0.0021544,0.9705800204822641,-2.7536212248590006
133,8.4032,6.2501e-05,7.2302e-05,0.022766,0.0023946,0.0023946,4,0.81481,-0.075694,0.17947,0.011712,0.0070625,0.0070625,0.032882,0.015965,0.015965,0.0011096,0.012905,0.012905,0.022766,0.0023946,0.0023946,0.9779350153616981,-2.5402537915829004
134,8.4664,5.9268e-05,6.9354e-05,0.02321,0.0018815,0.0018815,4,1.2582,-0.077345,0.1787,0.011058,0.0068753,0.0068753,0.033344,0.014686,0.014686,0.0016498,0.012753,0.012753,0.02321,0.0018815,0.0018815,0.985290010241132,-2.4232087103172
135,8.5296,5.6069e-05,6.6411e-05,0.024186,0.0017442,0.0017442,4,1.8574,-0.075768,0.18155,0.01078,0.0066286,0.0066286,0.034375,0.014196,0.014196,0.0023803,0.012893,0.012893,0.024186,0.0017442,0.0017442,0.9926450051205661,-2.1973961303701
136,8.5928,5.2973e-05,6.3548e-05,0.024042,0.0017058,0.0017058,4,2.1123,-0.073529,0.17843,0.0099675,0.006095,0.006095,0.033854,0.013468,0.013468,0.0027438,0.012657,0.012657,0.024042,0.0017058,0.0017058,1.0,-2.1408025397117
