,OCV,Cap (mAh/g),deltaH (kJ/mol),deltaS (J/mol/K)
39,0.19801000000000002,481.0816087465834,-13992.572767529002,17.156000000000002
40,0.19716,493.4205388520109,-14559.008234563997,14.98
41,0.1963,505.7594689574385,-15252.32084827,12.375
42,0.19544,518.0788754392815,-16086.647061975998,9.2968
43,0.19461,530.4178055447092,-16702.394235669002,6.961799999999999
44,0.1938,542.7567356501366,-17415.52051602,4.306500000000001
45,0.19293000000000002,555.0956657555643,-18018.378876396997,2.0018000000000002
46,0.19207,567.4345958609919,-18378.172870102997,0.5159900000000001
47,0.19121000000000002,579.7735259664194,-18489.354403809004,-0.13554999999999998
48,0.19028,592.0929324482624,-18308.140024211996,0.17144
49,0.18939,604.4318625536899,-17870.908197931,1.3504999999999998
50,0.18849000000000002,616.7707926591175,-17217.632998321,3.2513
51,0.18755,629.1097227645452,-16439.152785395,5.5592999999999995
52,0.18656999999999999,641.4486528699726,-15552.036359152997,8.2189
53,0.18558,653.7680593518157,-14805.356079581998,10.404
54,0.18452,666.1069894572432,-13825.173626707998,13.350000000000001
55,0.1834,678.4459195626708,-12885.988053860001,16.139
56,0.18227,690.7848496680983,-11909.183627683,19.051
57,0.18111,703.1237797735259,-10797.470641519,22.406
58,0.17992,715.4627098789535,-10073.839095367997,24.448999999999998
59,0.17874,727.7821163607966,-8834.738402546001,28.225
60,0.17755,740.1210464662242,-8052.698856394999,30.464000000000002
61,0.17635,752.4599765716517,-7316.778456914999,32.544999999999995
62,0.17509,764.7989066770793,-6891.246937461002,33.565
63,0.17383,777.1378367825068,-6488.363418007001,34.509
64,0.17259,789.4572432643498,-6462.591605211,34.194
65,0.17134,801.7961733697774,-6762.760939086,32.782
66,0.17008,814.135103475205,-7329.2714196319985,30.473
67,0.16885,826.4740335806326,-8326.902460165,26.727
68,0.16757999999999998,838.8129636860602,-9672.016087381999,21.802
69,0.16629000000000002,851.1518937914879,-11263.434007941001,16.044
70,0.16502,863.4713002733307,-12760.527635158,10.609
71,0.16371,875.8102303787583,-14030.679049058997,5.9226
72,0.16241,888.1491604841859,-14524.372916289,3.8449999999999998
73,0.16106,900.4880905896135,-13617.321116873998,6.451700000000001
74,0.15961999999999998,912.8270206950411,-11674.498837497998,12.505
75,0.158,925.146427176884,-9960.2485982,17.732999999999997
76,0.15622999999999998,937.4853572823116,-8000.277558966999,23.737000000000002
77,0.15430000000000002,949.8242873877392,-7709.462866470001,24.087999999999997
78,0.15226,962.1632174931668,-8520.170787354002,20.707
79,0.15019,974.5021475985942,-10393.036148251,13.752
80,0.14817000000000002,986.8410777040218,-12372.343775793,6.4559999999999995
81,0.14632,999.1604841858649,-12333.399309928,5.9877
82,0.14454999999999998,1011.4994142912925,-7945.234870694998,20.14
83,0.14216,1023.8383443967201,-3374.5629250639995,34.704
84,0.13894,1036.1772745021476,-4563.714153125999,29.671
85,0.13652,1048.5162046075752,-7325.715647507998,19.619
86,0.13518,1060.8356110894183,-8756.157301421998,14.385
87,0.13438999999999998,1073.174541194846,-9469.633888430999,11.735000000000001
88,0.13379,1085.5134713002733,-9684.412688691002,10.82
89,0.13333,1097.852401405701,-9965.922235556998,9.7264
90,0.13290000000000002,1110.1913315111285,-9876.038342409998,9.8888
91,0.13248000000000001,1122.5302616165561,-9941.900502592,9.5318
92,0.13202,1134.8496680983992,-9824.537049458,9.7767
93,0.13152,1147.1885982038266,-9773.969983007997,9.7845
94,0.13094,1159.5275283092542,-9715.058289925999,9.7944
95,0.13025,1171.8664584146818,-9610.458610225,9.922
96,0.1295,1184.2053885201094,-9482.368610549998,10.109
97,0.12860000000000002,1196.5247950019523,-9380.929810939999,10.158000000000001
98,0.12757,1208.8637251073799,-9316.117918053,10.042
99,0.12642,1221.2026552128075,-9043.643785217999,10.584
100,0.12516,1233.541585318235,-8682.778265764,11.386999999999999
101,0.12380000000000001,1245.8805154236627,-8442.49021302,11.753
102,0.12229,1258.2194455290903,-8522.979360340998,10.994
103,0.12061,1270.5388520109332,-9931.642001069,5.723
104,0.11877,1282.8777821163608,-13547.738388532998,-7.0073
105,0.1167,1295.2167122217884,-17957.09034943,-22.474
106,0.11435000000000001,1307.555642327216,-20552.111817114997,-31.942999999999998
107,0.11169,1319.8945724326436,-18056.586831601,-24.43
108,0.10861000000000001,1332.233502538071,-10127.900206268998,1.1791
109,0.10482,1344.552909019914,-1621.784594577999,28.496000000000002
110,0.10061,1356.8918391253417,381.1026569310005,33.854
111,0.097322,1369.2307692307693,-1215.1115684938,27.433
