,OCV,Cap (mAh/g),deltaH (kJ/mol),deltaS (J/mol/K)
38,0.21830999999999998,468.65136298421805,-14671.613025398998,21.45
39,0.21756,480.98995695839307,-13774.087025723999,24.219
40,0.21669,493.32855093256813,-13053.914786100997,26.354
41,0.21578999999999998,505.6671449067432,-12726.293986490999,27.162
42,0.21486000000000002,517.9818268770923,-12397.566626893999,27.964
43,0.21389,530.3204208512674,-12265.831853980999,28.092
44,0.21292,542.6590148254425,-12006.851081067998,28.647
45,0.21193,554.9976087996174,-11857.094601497001,28.829
46,0.21096,567.3122907699666,-11818.335828583997,28.645
47,0.20995,579.6508847441416,-11642.213642355002,28.909
48,0.20898,591.9894787183166,-11548.324869441996,28.91
49,0.208,604.3280726924916,-11523.203243199998,28.677
50,0.20701,616.6427546628408,-11487.282763628999,28.477
51,0.20603,628.9813486370158,-11484.809137387,28.168
52,0.20506,641.3199426111908,-11506.842364473996,27.779999999999998
53,0.20408,653.6585365853658,-11499.600738232,27.487000000000002
54,0.2031,665.9971305595409,-11568.64711199,26.938
55,0.20216,678.3118125298901,-11768.202899063997,25.964000000000002
56,0.20118999999999998,690.650406504065,-11823.314126150997,25.465
57,0.20022,702.9890004782401,-11926.999353238,24.802999999999997
58,0.19922,715.327594452415,-12101.992020337999,23.892
59,0.19823000000000002,727.6422764227643,-12229.971540767,23.142
60,0.19721,739.9808703969392,-12395.882501208996,22.255
61,0.19621,752.3194643711142,-12552.399168308999,21.406000000000002
62,0.19521,764.6580583452893,-12679.413835409,20.656000000000002
63,0.1942,776.9727403156385,-12807.84764918,19.898
64,0.19319,789.3113342898134,-12847.477462950998,19.438
65,0.19218,801.6499282639885,-12916.907276721999,18.878
66,0.19116,813.9885222381636,-12976.432237163997,18.348
67,0.19014,826.3271162123386,-12869.673197605998,18.376
68,0.18912,838.6417981826877,-12749.802158047998,18.448
69,0.18811,850.9803921568628,-12641.623971819,18.484
70,0.18709,863.3189861310377,-12547.976932261,18.468
71,0.18606,875.6575801052128,-12434.591039373998,18.515
72,0.185,887.9722620755618,-12256.6245865,18.769000000000002
73,0.18394,900.3108560497369,-12089.684133626,18.986
74,0.18286,912.649450023912,-11847.505974093996,19.449
75,0.18176,924.988043998087,-11611.146107903996,19.886
76,0.18068,937.3027259684361,-11335.591948372003,20.461
77,0.1796,949.6413199426112,-11120.233788839998,20.834
78,0.17851,961.9799139167861,-10921.194775978996,21.149
79,0.17740999999999998,974.3185078909613,-10778.406909788999,21.272
80,0.1763,986.6331898613104,-10647.468190270001,21.352
81,0.17518,998.9717838354853,-10586.488617422,21.194000000000003
82,0.17407,1011.3103778096605,-10562.829897902999,20.913999999999998
83,0.17294,1023.6489717838355,-10679.685471726,20.156
84,0.1718,1035.9875657580105,-10694.852192220002,19.736
85,0.17064000000000001,1048.3022477283598,-10973.011206056,18.427
86,0.16946,1060.6408417025348,-11183.978513233995,17.337000000000003
87,0.16824,1072.9794356767097,-11339.234407095999,16.421000000000003
88,0.16699999999999998,1085.318029650885,-11372.1685943,15.908999999999999
89,0.16572,1097.632711621234,-11231.979368188,15.965
90,0.16441,1109.971305595409,-10909.499582089002,16.622999999999998
91,0.16306,1122.309899569584,-10599.550382674,17.226000000000003
92,0.16166999999999998,1134.648493543759,-10452.621769942996,17.269
93,0.16023,1146.9631755141081,-11079.840890567,14.697999999999999
94,0.15874,1159.3017694882833,-12876.266344545998,8.1873
95,0.15723,1171.6403634624583,-15756.346291867001,-1.9662999999999997
96,0.15568,1183.9789574366332,-18435.916625872,-11.459999999999999
97,0.15406,1196.2936394069825,-19542.832386574,-15.699000000000002
98,0.15239,1208.6322333811574,-18488.595880631,-12.702
99,0.15061,1220.9708273553324,-15317.779988068998,-2.6380000000000003
100,0.14869,1233.3094213295074,-10402.672148900998,13.234
101,0.14663,1245.6241032998566,-3619.900363126998,35.327999999999996
102,0.14441,1257.9626972740316,2322.1550759110005,54.549
103,0.14196999999999999,1270.3012912482068,3370.8212881870027,57.278000000000006
104,0.1395,1282.6398852223815,387.76006045000065,46.468
105,0.13755,1294.9784791965567,-2986.3855403949983,34.514
106,0.13629000000000002,1307.293161166906,-5493.472020941,25.693
107,0.13547,1319.631755141081,-7233.942047963,19.587
108,0.13485999999999998,1331.9703491152559,-8788.159994893998,14.174000000000001
109,0.13436,1344.3089430894308,-9928.341328444001,10.186
110,0.13389,1356.6236250597801,-10761.676021981,7.2374
111,0.1334,1368.962219033955,-11279.883008859999,5.339799999999999
112,0.13288,1381.30081300813,-11349.327835752,4.9384
113,0.13228,1393.639406982305,-11208.860836011998,5.2155
114,0.13159,1405.9540889526543,-10775.120156310999,6.4476
115,0.13077999999999998,1418.2926829268292,-10238.196036661999,7.987100000000001
116,0.12987,1430.6312769010042,-9734.058583723,9.3842
117,0.12881,1442.9698708751794,-9196.763730849,10.844
118,0.12769,1455.3084648493543,-8811.858158000998,11.773
119,0.1265,1467.6231468197036,-8418.41061185,12.708
120,0.12525,1479.9617407938783,-8071.621945725001,13.467
121,0.12396,1492.3003347680535,-7584.787866283999,14.683
122,0.12259,1504.6389287422285,-7267.2469602109995,15.305
123,0.12116,1516.9536107125778,-7477.932934163999,14.135
124,0.11964,1529.2922046867527,-8907.129028156,8.8469
125,0.11803000000000001,1541.6307986609277,-12538.801442187,-3.8611999999999997
126,0.11629,1553.9693926351028,-17105.183362941,-19.748
127,0.11445000000000001,1566.284074605452,-19683.256350405,-28.995
128,0.11247,1578.6226685796269,-18042.147391263,-24.129
129,0.11025,1590.961262553802,-12383.966752224998,-5.8606
130,0.10772000000000001,1603.299856527977,-3795.3820599879996,22.141000000000002
131,0.10478,1615.638450502152,2623.806818738,42.73
132,0.10167,1627.953132472501,3170.3222040570013,43.556999999999995
133,0.099298,1640.2917264466762,1351.329413695801,36.685
134,0.097994,1652.6303204208511,262.2002877974001,32.608
135,0.097275,1664.9689143950263,134.89324215249889,31.947999999999997
136,0.09665099999999999,1677.2835963653754,-52.537910117898434,31.116999999999997
137,0.09600399999999999,1689.6221903395503,-527.7038997315983,29.313
138,0.095375,1701.9607843137255,-1142.282625337499,27.047
139,0.094761,1714.2993782879005,-1725.230630936899,24.892
140,0.09413300000000001,1726.6140602582495,-2411.1278418756983,22.387
141,0.093481,1738.9526542324247,-2943.3254048249005,20.389999999999997
142,0.092758,1751.2912482065997,-3481.784509138199,18.349
143,0.09195300000000001,1763.6298421807746,-3779.5938161537006,17.089
144,0.091031,1775.9445241511237,-3911.7503392198996,16.347
145,0.089937,1788.2831181252989,-3890.5293850273006,16.064
146,0.088658,1800.6217120994738,-3647.6266442482006,16.465
147,0.087167,1812.960306073649,-3360.7270128942987,16.945
148,0.08547600000000001,1825.298900047824,-3091.184314960399,17.302000000000003
149,0.083573,1837.613582018173,-2692.7147264516984,18.023
150,0.081504,1849.9521759923482,-2468.352572681599,18.106
151,0.079268,1862.2907699665232,-2224.5993683171996,18.2
152,0.076888,1874.629363940698,-2065.888276015199,17.962
153,0.074391,1886.9440459110474,-1875.0283997638996,17.794
154,0.071807,1899.2826398852224,-1600.0822995502997,17.88
155,0.06916900000000001,1911.6212338593973,-1418.2659913600996,17.636
156,0.066513,1923.9598278335723,-1305.0409471776998,17.156000000000002
157,0.06385400000000001,1936.2745098039215,-1248.7424469966006,16.483999999999998
158,0.061211999999999996,1948.6131037780967,-1161.9001974747994,15.92
159,0.058573,1960.9516977522715,-1101.2734039516995,15.269
160,0.056026,1973.2902917264466,-1012.5712610553999,14.741999999999999
161,0.053545999999999996,1985.604973696796,-861.4956354633998,14.446
162,0.05116,1997.9435676709707,-876.8336311639997,13.622
163,0.048879,2010.2821616451458,-747.6405868190997,13.317
164,0.046674,2022.620755619321,-693.4264277745998,12.785
165,0.044557,2034.9593495934957,-589.8909780252994,12.447
166,0.042538,2047.274031563845,-508.62509090019927,12.066
