~Resultfile from Basytec Battery Test System
~Date and Time of Data Converting: 27.09.2022 09:41:15
~
~Name of Test: discharge_entropy_20mins_SiOx_5E
~Battery: AMTESiOx_5E
~Testplan: discharge_entropy_37mAg_20mins.pln
~Testchannel: 1413 CH04 CTS
~Start of Test: 15.09.2022 14:04:23
~End of Test: 27.09.2022 04:43:48
~Opperator (Test): basytec
~Opperator (Data converting): basytec
~
~Time[h],DataSet,t-Step[h],t-Set[h],Line,U[V],I[A],I[A/kg],Ah[Ah],Ah[Ah/kg],Ah-Ch[Ah/kg],Ah-Dis[Ah/kg],Ah-Step,Ah-Step[Ah/kg],Wh[Wh/kg],Wh-Ch[Wh/kg],Wh-Dis[Wh/kg],dU/dt[mV/s],Cyc-Count,Count,State,MEM01[C],MEM02[C],MEM03[C],MEM04[C],OCV05[V]
0.00138944389503442,1,5.55471745907556E-7,0.00138944389503442,3,2.06289701035351,0,0,0,0,0,0,0,0,0,0,0,-0.0237069199442796,1,1,0,26.7600000215508,26.6150000163424,27.0669999891273,27.165000004305,2.06319380019009
0.00166666643387264,2,0.000277778010584125,0.00166666643387264,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.0279934152049065,1,1,1,26.7679999893382,26.6010000214917,27.0829999759248,27.165000004305,2.06319380019009
0.00194444328043383,3,0.000555554857145313,0.00194444328043383,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.022708319347536,1,1,1,26.748999989009,26.5960000160132,27.0669999891273,27.1409999984973,2.06316109959183
0.00222222129101795,4,0.000833332867729438,0.00222222129101795,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.0208093275914611,1,1,1,26.7520000025406,26.5930000024815,27.0750000081374,27.1460000039758,2.06315019939241
0.00249999930160208,5,0.00111111087831356,0.00249999930160208,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.0280287561141545,1,1,1,26.748999989009,26.6010000214917,27.0829999759248,27.1280000252314,2.06312839899358
0.00277777824340455,6,0.00138888982011604,0.00277777824340455,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.022249974143849,1,1,1,26.7520000025406,26.5989999783221,27.0780000216691,27.1300000171782,2.06312839899358
0.00305555532277033,7,0.00166666689948181,0.00305555532277033,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.0202671059399104,1,1,1,26.7550000160723,26.587999997003,27.0619999836488,27.1300000171782,2.06311760123964
0.00333333263494069,8,0.00194444421165218,0.00333333263494069,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.00930024744582143,1,1,1,26.7520000025406,26.5960000160132,27.0780000216691,27.1359999930188,2.06311760123964
0.0036111108783294,9,0.00222222245504089,0.0036111108783294,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.00132179140078842,1,1,1,26.7419999915836,26.6010000214917,27.0590000213399,27.1460000039758,2.06307400044197
0.00388894615884207,10,0.00250005773555355,0.00388894615884207,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.000353202117901028,1,1,1,26.7649999758066,26.608000018917,27.0680000107121,27.134000001072,2.06308490064139
0.00416672742869042,11,0.0027778390054019,0.00416672742869042,3,2.06251555750396,0,0,0,0,0,0,0,0,0,0,0,-0.0115435931565743,1,1,1,26.7190000073607,26.6030000134385,27.080999983978,27.1399999769125,2.06306310024255
0.00444450590488372,12,0.00305561748159521,0.00444450590488372,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.0186641913181205,1,1,1,26.7399999996368,26.6130000243955,27.0599999917019,27.1420000200821,2.06304129984371
0.00472227762974398,13,0.00333338920645547,0.00472227762974398,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.0289389268223114,1,1,1,26.7480000186469,26.5949999944284,27.0680000107121,27.1259999820618,2.0630303996443
0.00500006402129326,14,0.00361117559800474,0.00500006402129326,3,2.06270628392874,0,0,0,0,0,0,0,0,0,0,0,-0.0237204767791595,1,1,1,26.7480000186469,26.5919999808967,27.0660000187652,27.1209999765833,2.06301949944488
0.00527783667737187,15,0.00388894825408336,0.00527783667737187,3,2.06251555750396,0,0,0,0,0,0,0,0,0,0,0,-0.0260222928082874,1,1,1,26.758999999966,26.5840000131093,27.0499999807449,27.1209999765833,2.06299769904604
0.00555561259271471,16,0.00416672416942619,0.00555561259271471,3,2.06251555750396,0,0,0,0,0,0,0,0,0,0,0,-0.0284269752028398,1,1,1,26.7349999941583,26.5809999995776,27.0499999807449,27.1180000142744,2.06298689873097
0.00583339106890801,17,0.00444450264561949,0.00583339106890801,3,2.06251555750396,0,0,0,0,0,0,0,0,0,0,0,-0.0255999611812279,1,1,1,26.7480000186469,26.5709999886206,27.0499999807449,27.111000016849,2.06296510089327
0.0061111602329178,18,0.00472227180962929,0.0061111602329178,3,2.06251555750396,0,0,0,0,0,0,0,0,0,0,0,-0.0244759857336677,1,1,1,26.7430000131684,26.5659999831421,27.0420000129575,27.1209999765833,2.06296510089327
0.00638894452922579,19,0.00500005610593728,0.00638894452922579,3,2.06251555750396,0,0,0,0,0,0,0,0,0,0,0,-0.011863472367366,1,1,1,26.7399999996368,26.5809999995776,27.0309999804157,27.1130000087959,2.06295420069385
0.00666672533346497,20,0.00527783691017646,0.00666672533346497,3,2.06251555750396,0,0,0,0,0,0,0,0,0,0,0,-0.00260617214654572,1,1,1,26.7319999806266,26.5869999754182,27.0289999884688,27.1239999901149,2.0629215000956
